pim/environments/discworld/bayes.py	3	date	2026-09-19	The question (2026-09-19): how well could ANY predictor do that
pim/environments/discworld/bayes.py	56	date	2026-09-19	FLOOR_VERSION = "2026-09-19.1"
pim/environments/discworld/sim.py	91	date	2026-09-07	ctive world's move guard all call this (2026-09-07); pass a
pim/environments/discworld/sim.py	98	date	2026-09-13	"circle":   # the multi-observer arena (2026-09-13)
pim/environments/discworld/sim.py	121	date	2026-09-13	"circle":   # the multi-observer arena (2026-09-13)
pim/environments/discworld/arms.py	7	date	2026-09-07	s. (``bench.py`` held all of this until 2026-09-07.)
pim/environments/discworld/arms.py	9	date	2026-08-22	Editors follow the 2026-08-22 spec (single-point PI with an α sweep —
pim/environments/discworld/arms.py	12	date	2026-08-31	pim.editors.pinv``, canonical since the 2026-08-31 affine fix). The pre-fix behaviour
pim/environments/discworld/arms.py	60	date	2026-09-08	E fit recipe of the grid-target probes (2026-09-08, canonicalised 2026-09-09): the
pim/environments/discworld/arms.py	60	date	2026-09-09	arget probes (2026-09-08, canonicalised 2026-09-09): the
pim/environments/discworld/arms.py	80	date	2026-09-10	`pim.environments.layout`` at fit time (2026-09-10, layout v2)."""
pim/environments/discworld/arms.py	119	date	2026-09-10	y its cell centre in the frustum basis, 2026-09-10), or the grid's (…, cells) integer
pim/environments/discworld/arms.py	145	date	2026-09-11	``seed`` (2026-09-11) drives the probe's init AND the 80/20
pim/environments/discworld/arms.py	150	date	2026-09-10	``probe`` (2026-09-10) names the probe corpus logically — ``{
pim/environments/discworld/arms.py	154	date	2026-09-09	16x8"`` (3-way classification per cell, 2026-09-09; ``basis_name`` must be
pim/environments/discworld/arms.py	166	date	2026-09-05	``encoder`` (2026-09-05): maps the float frames (N, T, R) to wh
pim/environments/discworld/arms.py	174	date	2026-09-07	the fitted probes LIVE and is REQUIRED (2026-09-07): canonical
pim/environments/discworld/arms.py	184	date	2026-09-13	he cache key), so any basis is allowed (2026-09-13: dw-8ray-obs5 scores its
pim/environments/discworld/arms.py	189	date	2026-09-10	eyed LOGICALLY (layout.probe_key) since 2026-09-10 — a path in the
pim/environments/discworld/arms.py	190	date	2026-09-01	spelling once fitted every probe twice (2026-09-01),
pim/environments/discworld/arms.py	226	hostname	the lab	system tempdir: /tmp is tmpfs (RAM) on the lab box, which is how the
pim/environments/discworld/arms.py	227	date	2026-09-02	filled 24.6 GB of RAM and hit a quota (2026-09-02).
pim/environments/discworld/arms.py	362	date	2026-09-18	# the guard's case-level interval (2026-09-18)
pim/environments/discworld/arms.py	526	date	2026-09-07	on the bench (kept in the back pocket, 2026-09-07) ─
pim/environments/discworld/arms.py	563	date	2026-09-07	y a window model: EI +0.04 on L-dw-20m, 2026-09-07.)"""
pim/environments/discworld/arms.py	619	date	2026-08-21	Both axes are load-bearing: 2026-08-21 measured 28× across points and ~50× acr
pim/environments/discworld/arms.py	669	date	2026-09-15	# ── IM: the inverse-map editor (2026-09-15) ──────────────────────────────────────
pim/environments/discworld/arms.py	688	date	2026-09-20	``target`` (2026-09-20): ``"full"`` = the continuous full stat
pim/environments/discworld/arms.py	755	date	2026-09-16	's held-out R² on the SAME rows as g's (2026-09-16): one axis for both
pim/environments/discworld/arms.py	766	name	Sevan	ap, one per residual point (2026-09-20, Sevan): g maps the target's OWN
pim/environments/discworld/arms.py	766	date	2026-09-20	al inverse map, one per residual point (2026-09-20, Sevan): g maps the target's OWN
pim/environments/discworld/arms.py	842	date	2026-09-20	categorical ``target`` (2026-09-20): every bench must be that target's own
pim/environments/discworld/arms.py	846	date	2026-09-20	"IM" silently was until 2026-09-20."""
pim/environments/discworld/token_bench.py	1	date	2026-09-05	ld TOKEN model, scored the Othello way (2026-09-05).
pim/environments/discworld/token_bench.py	61	date	2026-09-09	# the probe target's KIND (2026-09-09), as on `bench.Bench`: "regression" — t
pim/environments/discworld/token_bench.py	87	date	2026-09-08	⛔ CASE SELECTION (2026-09-08). Taking the first ``n`` cases wastes a
pim/environments/discworld/token_bench.py	151	name	Sevan	MEAN-FRAME readout's guard (2026-09-23, Sevan): the frame model's fidelity ratio appl
pim/environments/discworld/token_bench.py	151	date	2026-09-23	# the MEAN-FRAME readout's guard (2026-09-23, Sevan): the frame model's fidelity rat
pim/environments/discworld/token_bench.py	297	date	2026-09-15	nd IM-NN on the frames-as-tokens model (2026-09-15): ``arms.inverse_arms`` with the
pim/environments/discworld/token_bench.py	302	date	2026-09-20	``target`` (2026-09-20) as in ``arms.inverse_arms``: a categor
pim/environments/discworld/grid_target.py	9	date	2026-09-08	``GridTarget`` — ``"grid-<nu>x<nd>"`` (2026-09-08, canonicalised 2026-09-09 from
pim/environments/discworld/grid_target.py	9	date	2026-09-09	<nu>x<nd>"`` (2026-09-08, canonicalised 2026-09-09 from
pim/environments/discworld/grid_target.py	18	date	2026-09-09	`AppearanceTarget`` — ``"appearance"`` (2026-09-09). The observation-exact partition
pim/environments/discworld/grid_target.py	284	date	2026-09-13	# ── several observers (2026-09-13, observers.py) ────────────────────────
pim/environments/discworld/grid_target.py	380	date	2026-09-10	shot was ~60 GB and OOM-killed a unit (2026-09-10)
pim/environments/discworld/grid_target.py	447	date	2026-09-10	gorical>"`` / ``"full@<categorical>"`` (2026-09-10). The same gridification as a
pim/environments/discworld/grid_target.py	578	name	Sevan	# ``"<partition>-fac"`` (2026-09-10, Sevan). The cell-indexed categorical target i
pim/environments/discworld/grid_target.py	578	date	2026-09-10	# ``"<partition>-fac"`` (2026-09-10, Sevan). The cell-indexed categorical t
pim/environments/discworld/blink.py	1	date	2026-09-07	warning marker (the dw-blink instance, 2026-09-07).
pim/environments/discworld/bench.py	3	date	2026-09-07	hello.bench`` (split out of ``arms.py`` 2026-09-07
pim/environments/discworld/bench.py	67	date	2026-09-07	he world the oracle editors need (added 2026-09-07; default None keeps older
pim/environments/discworld/bench.py	73	date	2026-09-09	# the probe target's KIND (2026-09-09): "regression" — tgt holds values in th
pim/environments/discworld/bench.py	78	date	2026-09-10	a FACTORISED categorical target's move (2026-09-10): per case the edited object's tiles
pim/environments/discworld/bench.py	98	date	2026-09-08	It exists for dw-8ray only (2026-09-08): with 8 rays a teleport renders an IDE
pim/environments/discworld/bench.py	134	date	2026-09-12	f"(pre-dynamics target state, 2026-09-12)",
pim/environments/discworld/bench.py	143	date	2026-09-17	``bench_arrays``, factored out (2026-09-17) so a synthetic, matched scenario (the
pim/environments/discworld/bench.py	161	name	Sevan	IS THE PRE-DYNAMICS STATE (2026-09-12, Sevan). The probe at the
pim/environments/discworld/bench.py	161	date	2026-09-12	WRITE TARGET IS THE PRE-DYNAMICS STATE (2026-09-12, Sevan). The probe at the
pim/environments/discworld/bench.py	171	date	2026-09-12	# against a +1 ceiling (GOTCHAS 2026-09-12). Othello never had the problem — its
pim/environments/discworld/bench.py	209	date	2026-09-10	# Snapped regression (2026-09-10): the edit asks for the CENTRE of the n
pim/environments/discworld/bench.py	238	date	2026-09-05	2026-09-05, so a token model — ``token_bench`` — s
pim/environments/discworld/bench.py	242	date	2026-09-10	layout-v2 form (2026-09-10). ``data_dir`` is the older form and st
pim/environments/discworld/bench.py	247	date	2026-09-07	(e.g. the dw-blink reappearance cases, 2026-09-07). The
pim/environments/discworld/bench.py	251	date	2026-09-10	egression target ``"pos@<partition>"`` (2026-09-10: positions replaced by their cell
pim/environments/discworld/bench.py	254	date	2026-09-09	uch as ``"grid-16x8"`` (classification, 2026-09-09): then ``y`` holds the (N, cells)
pim/environments/discworld/bench.py	275	date	2026-09-14	RECORD that the filtered list was used (2026-09-14): the regression blocks of
pim/environments/discworld/bench.py	282	date	2026-09-07	never decompressed just to read a dict (2026-09-07)
pim/environments/discworld/bench.py	327	date	2026-09-01	# reported number (2026-09-01). Nothing was lost in retiring the pos-
pim/environments/discworld/bench.py	364	date	2026-09-15	— the inverse-map editor's input pair (2026-09-15).
pim/environments/discworld/bench.py	367	date	2026-09-12	PRE-DYNAMICS target state (the 2026-09-12 write target, see ``bench_arrays``): th
pim/environments/discworld/soft_render.py	13	date	2026-08-05	`research/scratch/2026-08-05-observation-space-geometry.md`:
pim/environments/discworld/soft_render.py	38	date	2026-09-12	just at its edges. ``"power"`` (2026-09-12, the ``dw-smooth`` instance)
pim/environments/discworld/tokens.py	1	date	2026-09-05	the categorical interface to discworld (2026-09-05).
pim/environments/discworld/tokens.py	39	date	2026-09-10	# (`probe.npy` / `val.npy` left 2026-09-10 with layout v2, DATASET_LAYOUT_SPEC.md
pim/environments/discworld/tokens.py	40	date	2026-09-19	# `test.npy` / `edits.npy` 2026-09-19 — both re-encoded byte-identically from
pim/environments/discworld/edits_dataset.py	78	date	2026-09-13	"circle":   # the multi-observer arena (2026-09-13)
pim/environments/discworld/observers.py	1	name	Sevan	rs around a circular arena (2026-09-13, Sevan's "increasing observers" control).
pim/environments/discworld/observers.py	1	date	2026-09-13	iple observers around a circular arena (2026-09-13, Sevan's "increasing observers" control
pim/environments/discworld/observers.py	1	attribution	Sevan's	rs around a circular arena (2026-09-13, Sevan's "increasing observers" control).
pim/environments/discworld/observers.py	7	name	Sevan	The rule (Sevan, 2026-09-13):
pim/environments/discworld/observers.py	7	date	2026-09-13	The rule (Sevan, 2026-09-13):
pim/environments/othello/corpus.py	3	date	2026-08-31	Ported 2026-08-31 from ``ours_on_othello/corpus.py``; the
pim/environments/othello/corpus.py	28	date	2026-08-20	index — the 2026-08-20 pid-seeding bug is exactly what that ca
pim/environments/othello/corpus.py	47	date	2026-09-10	ayout`` (REPO-anchored, layout v2 since 2026-09-10: train/ probe/
pim/environments/othello/corpus.py	49	date	2026-09-06	# oth-noflip (2026-09-06) never recolours enclosed discs — same
pim/environments/othello/corpus.py	50	date	2026-09-08	# index law. `placement` (2026-09-08) is the second rule: "enclosure" = Othe
pim/environments/othello/corpus.py	53	date	2026-09-09	e two rules compose: oth-adjacent-flip (2026-09-09) = adjacency
pim/environments/othello/corpus.py	59	date	2026-09-09	oth-adjacent with recolouring back ON (2026-09-09): adjacency decides legality, the
pim/environments/othello/corpus.py	93	date	2026-09-02	large: the probe-CAPACITY sweep corpus (2026-09-02) — 170k games ≈ 4.7M positions,
pim/environments/othello/corpus.py	97	date	2026-09-12	# edits (2026-09-12): the games the canonical edit cases ar
pim/environments/othello/corpus.py	156	date	2026-09-06	if "flip" in z.files else True   # pre-2026-09-06 files
pim/environments/othello/corpus.py	157	date	2026-09-08	nt" in z.files else "enclosure"   # pre-2026-09-08
pim/environments/othello/counterfactual.py	1	date	2026-09-11	factual GAMES for an Othello edit case (2026-09-11; in ``pim`` since 2026-09-19).
pim/environments/othello/counterfactual.py	1	date	2026-09-19	edit case (2026-09-11; in ``pim`` since 2026-09-19).
pim/environments/othello/bayes.py	1	date	2026-09-19	move prediction on an Othello instance (2026-09-19).
pim/environments/othello/bayes.py	23	date	2026-09-19	FLOOR_VERSION = "2026-09-19.1"
pim/environments/othello/arms.py	3	date	2026-08-31	Ported 2026-08-31 from ``ours_on_othello/evaluate.py`` (g
pim/environments/othello/arms.py	8	date	2026-08-21	closing the same 2026-08-21 hole here that ``othello_arch`` had alr
pim/environments/othello/arms.py	181	date	2026-09-09	# the signed mine/theirs values (2026-09-09)
pim/environments/othello/arms.py	217	date	2026-09-01	Defaults narrowed 2026-09-01 from 72 fits to 18, both cuts settled b
pim/environments/othello/arms.py	250	date	2026-09-09	's question, asked the other way round (2026-09-09)
pim/environments/othello/arms.py	313	date	2026-09-07	this function carried until 2026-09-07 are pinned equal in
pim/environments/othello/arms.py	324	date	2026-09-23	``second`` (2026-09-23): ``(squares, cur_labels, tgt_labels)``
pim/environments/othello/arms.py	351	date	2026-09-09	he signed mine/theirs REGRESSION probe (2026-09-09): the flip asks the
pim/environments/othello/arms.py	407	date	2026-08-31	e`` probes instead — the open question (2026-08-31) is whether GS is dead
pim/environments/othello/arms.py	410	date	2026-09-23	``second`` (2026-09-23): ``(squares, target_labels)``, one per
pim/environments/othello/arms.py	451	date	2026-09-15	IM: the inverse-map editor on Othello (2026-09-15) ──────────────────────────────────────
pim/environments/othello/arms.py	467	date	2026-09-17	`` — the qualitative figure draws them (2026-09-17).
pim/environments/othello/arms.py	468	date	2026-09-23	``post_boards`` (2026-09-23): (n_cases, 64) post-edit boards in the
pim/environments/othello/arms.py	524	date	2026-09-16	rm's held-out R² on g's held-out games (2026-09-16)
pim/environments/othello/bench.py	4	date	2026-08-31	r/intervention_benchmark.pkl``). Ported 2026-08-31 from
pim/environments/othello/bench.py	88	date	2026-09-10	aset dir for EVERY instance (layout v2, 2026-09-10 — Li's shipped set is
pim/environments/othello/bench.py	100	date	2026-09-12	"""The instance's CANONICAL edit cases (2026-09-12: 1000 single-tile flips at a fixed
pim/environments/othello/bench.py	113	date	2026-09-12	the canonical bench since 2026-09-12, never mixed with it."""
pim/environments/othello/bench.py	136	date	2026-09-02	he recipe measured on the shipped 1001 (2026-09-02) and used by
pim/environments/othello/reachability.py	1	date	2026-09-23	ped board REACHABLE? An exact decision (2026-09-23).
pim/environments/othello/reachability.py	44	date	2026-09-23	VERSION = "2026-09-23.1"
pim/environments/othello/data.py	3	date	2026-08-31	Ported 2026-08-31 from ``othello_transfer/othello_data.py
pim/environments/othello/data.py	86	date	2026-08-20	counts across three runs, 2026-08-20) and the probe cache could never hit. S
pim/environments/othello/data.py	145	date	2026-09-09	rt of the canonical categorical target (2026-09-09):
pim/environments/othello/data.py	216	time	27:33	out = torch.cat([p[:, :27], pad, p[:, 27:33], pad, p[:, 33:]], dim=1)
pim/environments/othello/vendor/mingpt_model.py	2	github	github.com	# Source: https://github.com/likenneth/othello_world @ mingpt/model.
pim/environments/othello/vendor/mingpt_model.py	2	date	2026-08-31	hello_world @ mingpt/model.py, vendored 2026-08-31,
pim/environments/othello/vendor/mingpt_model.py	37	first_person	I am	se torch.nn.MultiheadAttention here but I am including an
pim/environments/othello/vendor/othello.py	3	github	github.com	Source: https://github.com/likenneth/othello_world @ data/othello.
pim/environments/othello/vendor/othello.py	3	date	2026-08-31	hello_world @ data/othello.py, vendored 2026-08-31.
pim/environments/othello/vendor/othello.py	46	date	2026-09-06	False: the no-flip variant (oth-noflip, 2026-09-06) — same legality, same passes,
pim/environments/othello/vendor/othello.py	48	date	2026-09-08	# placement="adjacent": oth-adjacent (2026-09-08) — a move is legal iff the square touch
pim/environments/othello/vendor/othello.py	66	date	2026-09-08	# placement (2026-09-08): "enclosure" is Othello's rule — the m
pim/environments/othello/vendor/othello.py	134	date	2026-09-09	# oth-adjacent-flip (2026-09-09): legality is adjacency, but a placed d
pim/scoring/discworld.py	2	date	2026-09-19	master_eval cells [3] / [3b], 2026-09-19). Thin wiring over pim.environments.dis
pim/scoring/discworld.py	3	date	2026-09-05	# [3b] The discworld TOKEN scorer (2026-09-05) — thin wiring over
pim/scoring/discworld.py	17	date	2026-09-08	#      ⛔ FILTERED CASE SET (2026-09-08). The bench is NOT the first 192 cases:
pim/scoring/discworld.py	45	name	Sevan	HE BLOCK'S OWN PROBES READ (2026-09-20, Sevan):
pim/scoring/discworld.py	45	date	2026-09-20	THE STATE THE BLOCK'S OWN PROBES READ (2026-09-20, Sevan):
pim/scoring/discworld.py	47	date	2026-09-15	nd inverse_map), IM and IM-NN, as since 2026-09-15;
pim/scoring/discworld.py	51	date	2026-09-20	Until 2026-09-20 a categorical block was handed its basi
pim/scoring/summary.py	2	date	2026-09-19	from master_eval cell [7], 2026-09-19)."""
pim/scoring/baselines.py	2	date	2026-09-19	cell [5], 2026-09-19). `score_all_baselines` is the cell's t
pim/scoring/baselines.py	16	date	2026-09-02	#     observation_large (b3, 2026-09-02) = the observation floor again on the i
pim/scoring/baselines.py	25	date	2026-09-06	on_right / observation_right_large (b4, 2026-09-06) = the same two floors
pim/scoring/baselines.py	33	date	2026-09-09	#     EXTRA PROBE TARGETS (2026-09-09): a run's extra targets get their two f
pim/scoring/baselines.py	44	date	2026-09-01	nstance, ARCH), not per instance (fixed 2026-09-01).
pim/scoring/baselines.py	74	date	2026-09-06	BASELINE_VERSION = "2026-09-06.b4"   # b4 = + right-aligned observatio
pim/scoring/baselines.py	124	date	2026-09-10	regression targets (pos@<partition>, 2026-09-10), whose recipe is the canonical one."""
pim/scoring/baselines.py	160	date	2026-09-14	probe basis (cartesian on dw-8ray-obs5, 2026-09-14)
pim/scoring/baselines.py	221	date	2026-09-05	# a frames-as-tokens architecture (2026-09-05) is probed on TOKEN inputs — the same
pim/scoring/baselines.py	286	date	2026-09-15	r BASES a CURRENT baselines file lacks (2026-09-15).
pim/scoring/baselines.py	330	date	2026-09-15	regression BASES a current file lacks (2026-09-15) — see score_baseline_bases
pim/scoring/driver.py	2	date	2026-09-19	cell [6], 2026-09-19). `score_all` is the cell's top-level l
pim/scoring/driver.py	5	date	2026-09-09	odel EMITS and which world it lives in (2026-09-09) —
pim/scoring/driver.py	13	date	2026-09-09	ask of it (an extra target added later, 2026-09-09) gets that block ADDED — the
pim/scoring/driver.py	53	date	2026-09-15	val version (runs/<run>/scores_backup/; 2026-09-15)."""
pim/scoring/driver.py	68	date	2026-09-15	ored run whose arms lack the IM editor (2026-09-15) — the Othello canonical
pim/scoring/driver.py	71	date	2026-09-20	A CATEGORICAL discworld block (2026-09-20) is owed an IM arm only where SETTINGS
pim/scoring/driver.py	81	date	2026-09-23	# PIM_ADD_NN_R2=1 (2026-09-23): a block that HAS its IM arms but whos
pim/scoring/driver.py	154	date	2026-09-23	# PIM_FORCE_RESCORE (2026-09-23): a comma list of run names scored from
pim/scoring/runs.py	1	date	2026-09-19	ved verbatim from master_eval cell [1], 2026-09-19)."""
pim/scoring/runs.py	5	date	2026-09-05	TILL TRAINING is listed but not scored (2026-09-05): best_model.pt appears at
pim/scoring/runs.py	51	date	2026-09-15	IM_ONLY_RUNS", "")        # smoke hook (2026-09-15): a comma list of run names
pim/scoring/runs.py	54	name	Sevan	t of topics to leave alone (2026-09-15, Sevan:
pim/scoring/runs.py	54	date	2026-09-15	a comma list of topics to leave alone (2026-09-15, Sevan:
pim/scoring/blocks.py	2	date	2026-09-19	master_eval cells [3] / [4], 2026-09-19). `probe_block` is the on-disk contract
pim/scoring/blocks.py	6	date	2026-09-07	#     othello/{bench,arms}.py since 2026-09-07).
pim/scoring/blocks.py	8	date	2026-09-01	NOT REPORTED for the REGRESSION target (2026-09-01): one fixed
pim/scoring/blocks.py	16	date	2026-09-10	pim.environments.layout (layout v2, 2026-09-10): the bench is edits/v1, the probe
pim/scoring/blocks.py	48	date	2026-09-13	ression bases an INSTANCE is scored in (2026-09-13: dw-8ray-obs5 → cartesian)."""
pim/scoring/blocks.py	67	date	2026-09-14	cate: {"of": "<topic>/<parent>", ...}`, 2026-09-14) — its
pim/scoring/blocks.py	89	date	2026-09-15	# The editors every block scores (2026-09-15): PI / ND / GS through the probes, IM (
pim/scoring/blocks.py	93	date	2026-09-15	IM_VERSION = "2026-09-15.1"
pim/scoring/blocks.py	97	date	2026-09-20	instances": (...), "targets": (...)}`` (2026-09-20: the ray family and
pim/scoring/blocks.py	120	date	2026-09-23	# (2026-09-23; computed since 2026-09-16, stored only
pim/scoring/blocks.py	120	date	2026-09-16	# (2026-09-23; computed since 2026-09-16, stored only now — Table 1b's NN column
pim/scoring/__init__.py	1	date	2026-09-19	behind ``notebooks/master_eval.ipynb`` (2026-09-19).
pim/scoring/othello.py	1	date	2026-09-19	ved verbatim from master_eval cell [4], 2026-09-19). Thin wiring over
pim/scoring/othello.py	5	date	2026-09-01	is mine/theirs, sequence-split (settled 2026-09-01): once the GS
pim/scoring/othello.py	11	date	2026-09-06	⛔ The INSTANCE travels with the run (2026-09-06): its corpus splits, its RULES
pim/scoring/othello.py	13	date	2026-09-08	#     2026-09-08, `placement` — oth-adjacent places next
pim/scoring/othello.py	17	date	2026-09-09	#     EXTRA PROBE TARGETS (2026-09-09): SETTINGS["oth_extra_targets"] — the s
pim/scoring/othello.py	40	date	2026-09-01	AST direction (was "ND-sub"), canonical 2026-09-01:
pim/scoring/othello.py	64	name	Sevan	's case-level 95% interval (2026-09-19, Sevan) — new fields only,
pim/scoring/othello.py	64	date	2026-09-19	# the guard's case-level 95% interval (2026-09-19, Sevan) — new fields only,
pim/scoring/othello.py	69	date	2026-08-31	te-colour labels to these probes is the 2026-08-31 bug, worth
pim/scoring/othello.py	95	date	2026-09-12	prefix, from {inst}'s own edits games (2026-09-12)",
pim/scoring/othello.py	97	date	2026-09-15	# IM / IM-NN (2026-09-15): the state write needs no probe, so ON
pim/probes/base.py	3	date	2026-08-31	Moved verbatim 2026-08-31 from ``othello_gpt/othello_probe.py`` (
pim/probes/base.py	28	date	2026-08-31	Li et al.'s §3.2 width (canonical since 2026-08-31)
pim/probes/base.py	42	date	2026-08-20	ification over ``d_out`` tiles**, added 2026-08-20
pim/probes/base.py	125	date	2026-09-02	(2026-09-02). File-backed pages are RECLAIMABLE und
pim/probes/base.py	135	date	2026-09-01	# 44.9 GB near-miss under a 45G cap, 2026-09-01) and 2 x 24.6 GB for Recurrent-L,
pim/probes/base.py	136	date	2026-09-02	# which was OOM-killed mid-score (2026-09-02). Peak is now one copy.
pim/probes/base.py	141	date	2026-09-05	# (discworld frames-as-tokens, 2026-09-05) — the embed decides what it wants
pim/probes/base.py	185	date	2026-08-20	``n_classes=C`` (added 2026-08-20) is the **classification** fit for a st
pim/probes/base.py	286	date	2026-08-19	# trained: measured 2026-08-19, mean velocity R2 0.158 with the raw-un
pim/probes/base.py	295	date	2026-08-11	# the repo standard records for its own 2026-08-11 undertraining fix.
pim/probes/base.py	319	date	2026-09-15	1 of 1024 at point 0 on _R-dw-8ray-20m, 2026-09-15);
pim/probes/baselines.py	49	date	2026-09-06	``align`` (2026-09-06): ``"left"`` (the original layout) puts
pim/probes/baselines.py	203	date	2026-09-06	whose columns sum to one per position (2026-09-06, the
pim/probes/baselines.py	240	date	2026-09-10	d the grid-32x16 fit under a 45 GB cap (2026-09-10 04:47). Same numbers:
pim/probes/baselines.py	240	time	04:47	32x16 fit under a 45 GB cap (2026-09-10 04:47). Same numbers:
pim/probes/cache.py	3	date	2026-08-31	Ported 2026-08-31 from ``othello_arch/editability.py``. T
pim/probes/cache.py	7	date	2026-08-21	once served the trained model's probes (2026-08-21), and
pim/probes/inverse.py	2	name	Sevan	residual E[h | state] (2026-09-14, Sevan's instrument; canonical 2026-09-15).
pim/probes/inverse.py	2	date	2026-09-14	residual E[h | state] (2026-09-14, Sevan's instrument; canonical 2026-09-
pim/probes/inverse.py	2	date	2026-09-15	26-09-14, Sevan's instrument; canonical 2026-09-15).
pim/probes/inverse.py	2	attribution	Sevan's	residual E[h | state] (2026-09-14, Sevan's instrument; canonical 2026-09-15).
pim/probes/inverse.py	14	date	2026-09-14	Measured 2026-09-14 (`findings/inverse-probe.md`): the over
pim/probes/inverse.py	49	name	Sevan	he CATEGORICAL inverse map (2026-09-20, Sevan) ──────────────────────────────────────
pim/probes/inverse.py	49	date	2026-09-20	# ── the CATEGORICAL inverse map (2026-09-20, Sevan) ───────────────────────────────
pim/probes/inverse.py	174	date	2026-09-16	⛔ The residual bank is FLOAT32 (2026-09-16). It was half — 0.9 M × 512 rows in ~1
pim/probes/inverse.py	216	date	2026-09-16	o instruments are compared on one axis (2026-09-16).
